q 87588669
q 38915837
q 57220355
q 34339997
q 81715203
q 46208099
q 58786797
q 3441341
q 70068675
q 13512083
q 17085485
q 64608637
q 56969731
q 45210467
q 89091811
q 55633901
q 3112323
q 78726765
q 8198531
q 57436061
q 18011645
q 70169917
q 7709245
q 62745149
q 66133757
q 67933949
q 90178301
q 46050499
q 22948755
q 40382765
q 41244029
q 62096579
q 12088477
q 54179581
q 15699005
q 74814013
q 6309827
q 34498451
q 46929955
q 62977299
q 74752291
q 26007267
q 72251619
q 52493283
q 9459741
q 22751485
q 64896451
q 86496147
q 83501011
q 78069795
q 22674915
q 71280099
q 6852067
q 98792941
q 96511613
q 76019459
q 34042003
q 30061277
q 85469379
q 30334061
q 11674557
q 12897085
q 99666115
q 49417875
q 20603091
q 47009837
q 9152835
q 64743789
q 64157309
q 52229693
q 44353219
q 79209363
q 29136595
q 32149459
q 89403091
q 26988499
q 6858205
q 98050109
q 40689091
q 33325459
q 60046803
q 67163939
q 50605037
q 43077443
q 35789421
q 28160579
q 42208157
q 50380227
q 25106835
q 19546333
q 81360387
q 40193427
q 45938733
q 32775613
q 55300157
q 88138237
q 97055549
q 89944829
q 13406781
q 94294013
q 85929277
q 93624381
q 62785987
q 71231587
q 31171821
q 6825149
q 10701373
q 39839683
q 41900189
q 16558141
q 21585859
q 73241187
q 7163667
q 35239981
q 64161411
q 94100579
q 85225965
q 86944701
q 22204157
q 41913149
q 37249597
q 52739331
q 26459795
q 14108195
q 83490275
q 1728493
q 9283459
q 80606819
q 41018595
q 64660205
q 71509117
q 54051325
q 41627139
q 89119645
q 85361411
q 48338797
q 94770819
q 50103907
q 40996323
q 31936995
q 18050077
q 49608899
q 38398573
q 16585603
q 17179805
q 29577219
q 43419027
q 26910931
q 81424931
q 86009059
q 62852125
q 27126333
q 92298813
q 77362237
q 68575939
q 15985555
q 52221229
q 4800957
q 71854851
q 23682659
q 42734365
q 83341251
q 81134947
q 67608557
q 44088707
q 41955939
q 52602595
q 7544339
q 24260563
q 3770413
q 65196675
q 13725085
q 31209411
q 97184355
q 90921491
q 40363987
q 36025811
q 89578285
q 29138621
q 70899261
q 16971069
q 16943555
q 61582739
q 81862109
q 21360579
q 5478557
q 79013693
q 93391357
q 9995971
q 15962771
q 35052765
q 41119229
q 97596157
q 48271299
q 35382675
q 92156451
q 80015085
q 79909309
q 75809475
q 67092323
q 46146333
q 24362301
q 98426429
q 50438147
q 53717347
q 99800803
q 25710819
q 68811747
q 89510429
q 37157629
q 27997757
q 5522749
q 93240579
q 52920467
q 83762979
q 53018083
q 11364893
q 92987651
q 6350947
q 30739171
q 99007507
q 82495187
q 72464163
q 63648995
q 84335123
q 31446749
q 76825341
