q 35819491
q 58480621
q 1480259
q 9046941
q 56738557
q 18410691
q 15057773
q 58008253
q 5995837
q 28428547
q 12760941
q 55470973
q 7891197
q 24750333
q 17411267
q 3538077
q 16421117
q 392701
q 36400323
q 6942365
q 53199869
q 31889213
q 38541565
q 9100995
q 10691949
q 36588157
q 57300221
q 7796733
q 2466755
q 1436781
q 43845187
q 56303507
q 1173539
q 25804819
q 55874525
q 15616707
q 46234771
q 17632733
q 45859331
q 34141027
q 7827731
q 58560803
q 35678189
q 48038269
q 17199677
q 16837693
q 51436227
q 6602653
q 59560195
q 14764131
q 38282771
q 25302563
q 16389091
q 57662493
q 5602557
q 41735677
q 12257795
q 19857773
q 13787011
q 34640029
q 38389053
q 1906883
q 56202653
q 4370691
q 16801133
q 13913987
q 55423901
q 31252931
q 29846371
q 1885411
q 49316835
q 5515027
q 26133715
q 22988509
q 2799869
q 20654653
q 49422595
q 44092819
q 25070803
q 10312237
q 18868291
q 56094365
q 17586435
q 52685213
q 40845507
q 50608749
q 58680765
q 1318851
q 12287331
q 40279571
q 53495085
q 8891517
q 21638717
q 59248445
q 34730499
q 4979555
q 29794333
q 57823229
q 41302531
q 3012461
q 32306365
q 42538243
q 1687405
q 2035587
q 49354643
q 1107667
q 23709731
q 1340909
q 20283325
q 38185277
q 33924413
q 23226429
q 3030589
q 39131389
q 57787907
q 55198307
q 1799917
q 13108867
q 3264109
q 7776579
q 47635043
q 57484573
q 4952829
q 24406467
q 27824995
q 18222573
q 38789507
q 36832403
q 48362451
q 28051501
q 36103811
q 46005859
q 13229027
q 3449315
q 52728813
q 34654275
q 45328019
q 33348819
q 44010275
q 56520173
q 49954371
q 57557859
q 39047139
q 1682147
q 50872557
q 31448765
q 17805251
q 30435475
q 42191069
q 56523837
q 15447613
q 28391683
q 26076259
q 32508701
q 38641469
q 30464829
q 56780739
q 39006563
q 40414493
q 44130819
q 23440285
q 44400125
q 45367357
q 46047491
q 51015277
q 55308925
q 27233987
q 31936413
q 3826371
q 41496941
q 53636739
q 36711267
q 49566179
q 17343459
q 18986781
q 54913341
q 59486013
q 51626499
q 24521107
q 56901075
q 3259603
q 57021229
q 16335235
q 55768477
q 16720701
q 14632899
q 45564317
q 44390403
q 826771
q 42448675
q 26431507
q 25378525
q 38410755
q 46835555
q 15456493
q 17396035
q 22177181
q 59503101
q 8935485
q 36525117
q 3359997
q 49043907
q 51100269
q 26838659
q 11290013
q 19258429
q 37935357
q 1720893
q 42703811
q 1063533
q 34261373
q 48958269
q 49756931
q 17188461
q 47740029
q 52480515
q 17613981
q 36274749
q 16191939
q 28450659
q 53925149
q 1590467
q 27798125
q 22364861
q 41267715
q 37037725
q 13774141
q 5548803
q 41586835
q 4982739
q 21582883
q 25481491
q 37237725
q 47276285
q 58146557
q 25677827
q 5760611
q 28851427
q 51112221
q 19366659
q 43787117
q 33487235
q 12428397
q 26099069
q 4504893
q 45291517
q 21428989
q 9516093
q 20333565
q 13785091
q 17628259
q 48306147
q 8833053
q 7172099
q 1070947
q 26758429
q 8737987
q 32554397
q 10789437
q 24370627
q 54537875
q 11504349
q 57885693
q 36361725
q 25443389
q 39344189
q 22131965
q 13953853
q 9090877
q 20661699
q 31395693
q 42494339
q 59781229
q 55953027
q 52977005
q 36207747
q 38130029
q 43162237
q 37777155
q 49047453
q 47222787
q 49502109
q 39513859
q 4310173
q 24864771
q 41332125
q 56244029
q 25961475
q 47170973
q 31656451
q 15662739
q 8175139
q 57566493
q 36950589
q 28355011
q 39774829
q 50525053
q 2263357
q 1921021
q 48849149
q 50207741
q 10203901
q 55739395
q 19772259
q 30862365
q 6682621
q 27215043
q 22055523
q 14292717
q 19642237
q 10934467
q 47812243
q 35609821
q 11438653
q 6163005
q 26119229
q 20141571
q 19828637
q 58584061
q 51293379
q 12821139
q 19594787
q 43487203
q 28569875
q 12575955
q 49816019
q 34618413
q 57633725
q 46929603
q 12772461
q 14138813
